# energyFactor	econcomicFactor	constraintViolation	iteration	functionCalls
1.607672138348591531e-02 2.963167973147715628e-01 1.014783891952752981e-03 3.000000000000000000e+00 2.700000000000000000e+01
1.516038620746186158e-02 3.029719636287369622e-01 9.585408099450076769e-04 3.000000000000000000e+00 2.600000000000000000e+01
1.430862759858167639e-02 3.096536516140271367e-01 9.288193992620374928e-04 3.000000000000000000e+00 2.700000000000000000e+01
1.352325673145192073e-02 3.163263931026125131e-01 8.901514918742692295e-04 3.000000000000000000e+00 2.700000000000000000e+01
1.278419184055035011e-02 3.229658486114563298e-01 8.181976047449412981e-04 3.000000000000000000e+00 2.600000000000000000e+01
1.207886510714309067e-02 3.296793316550891695e-01 8.202712524046362752e-04 3.000000000000000000e+00 2.800000000000000000e+01
1.144461229152883737e-02 3.363326257459857693e-01 7.621559473280359320e-04 3.000000000000000000e+00 2.600000000000000000e+01
1.089871733809424752e-02 3.427794488372747916e-01 4.975696426439135678e-04 3.000000000000000000e+00 2.000000000000000000e+01
1.032106075359597377e-02 3.492395641799254657e-01 2.462755893214430003e-04 4.000000000000000000e+00 3.300000000000000000e+01
9.737578494404092525e-03 3.561390553164953121e-01 4.343573299181446856e-04 3.000000000000000000e+00 3.000000000000000000e+01
9.229024710769572273e-03 3.628916807068212624e-01 4.755733242709503372e-04 3.000000000000000000e+00 2.800000000000000000e+01
8.772813707504687614e-03 3.693518588325365171e-01 2.243420540130602880e-04 4.000000000000000000e+00 3.300000000000000000e+01
8.300650288709921984e-03 3.762184976532156888e-01 3.795714787190318518e-04 3.000000000000000000e+00 3.300000000000000000e+01
7.882109984806692782e-03 3.829702306997871397e-01 4.198951293173380783e-04 3.000000000000000000e+00 3.000000000000000000e+01
7.497944938242614120e-03 3.897301123589821947e-01 4.683673925392484172e-04 3.000000000000000000e+00 2.900000000000000000e+01
7.144571224919338964e-03 3.961439088271861420e-01 1.707544647700509621e-04 4.000000000000000000e+00 3.300000000000000000e+01
6.775154601396491880e-03 4.030455586696322645e-01 3.609949112430288487e-04 3.000000000000000000e+00 3.200000000000000000e+01
6.449397644966157681e-03 4.097581785994505732e-01 3.622054450881928567e-04 3.000000000000000000e+00 3.000000000000000000e+01
6.146529570154188153e-03 4.165110754991793729e-01 4.036929488437923652e-04 3.000000000000000000e+00 2.900000000000000000e+01
5.864267476813003407e-03 4.229529022924796711e-01 1.341103461709458600e-04 4.000000000000000000e+00 3.000000000000000000e+01
5.572465308035922694e-03 4.298109583190359295e-01 2.807569767540596395e-04 3.000000000000000000e+00 3.400000000000000000e+01
5.310948977772456114e-03 4.365615592887625573e-01 3.199485505075427838e-04 3.000000000000000000e+00 3.000000000000000000e+01
5.071446643278320655e-03 4.430899756844363102e-01 1.369555502081509779e-04 4.000000000000000000e+00 3.700000000000000000e+01
4.825644114556958998e-03 4.499555702459647200e-01 2.911407157633605358e-04 3.000000000000000000e+00 3.500000000000000000e+01
4.610972487939237266e-03 4.566342298275356537e-01 2.583909013611496164e-04 3.000000000000000000e+00 2.900000000000000000e+01
4.407273377932161007e-03 4.631855056306434237e-01 9.825730849577496429e-05 4.000000000000000000e+00 3.600000000000000000e+01
4.203483119774237449e-03 4.698889538605556804e-01 9.029614243488692793e-05 4.000000000000000000e+00 3.300000000000000000e+01
